Capture date;X;Y;Nr.;Sex;Release date;Site.code;Site;Traffic;Road verge;Direction;Species;Crossed road;Behaviour;Comments
43294;6595512;615836;380;F;43294;HH;Aspö;H;H;E;A. hyperantus;0;3;
43294;6595512;615836;381;F;43294;HH;Aspö;H;H;S;A. hyperantus;0;2;
43297;6619747;664234;382;F;43297;LL;Åsbergby;L;L;W;A. hyperantus;1;1;
43297;6619747;664234;383;F;43297;LL;Åsbergby;L;L;S;A. hyperantus;0;2;
43297;6619747;664234;384;F;43297;LL;Åsbergby;L;L;S;A. hyperantus;0;2;
43297;6619747;664234;385;F;43297;LL;Åsbergby;L;L;N;A. hyperantus;0;2;
43297;6619747;664234;386;F;43297;LL;Åsbergby;L;L;S;A. hyperantus;0;2;
43297;6619747;664234;387;F;43297;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43297;6619747;664234;388;F;43297;LL;Åsbergby;L;L;N;A. hyperantus;0;2;
43297;6619747;664234;389;F;43297;LL;Åsbergby;L;L;N;A. hyperantus;0;2;
43297;6619747;664234;390;F;43297;LL;Åsbergby;L;L;N;A. hyperantus;0;2;
43297;6619747;664234;391;M;43297;LL;Åsbergby;L;L;N;A. hyperantus;0;2;
43297;6619747;664234;392;F;43297;LL;Åsbergby;L;L;W;A. hyperantus;1;1;
43297;6619747;664234;393;F;43297;LH;Veda;L;H;W;A. hyperantus;0;2;
43297;6619747;664234;394;F;43297;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43297;6619747;664234;395;F;43297;LL;Åsbergby;L;L;W;A. hyperantus;1;1;
43297;6619747;664234;396;F;43297;LH;Veda;L;H;N;A. hyperantus;1;1;
43297;6619747;664234;397;F;43297;LL;Åsbergby;L;L;S;A. hyperantus;0;2;
43297;6619747;664234;398;F;43297;LH;Veda;L;H;E;A. hyperantus;0;2;
43297;6619747;664234;399;F;43297;LH;Veda;L;H;W;A. hyperantus;0;2;
43297;6619747;664234;400;M;43297;LH;Veda;L;H;W;A. hyperantus;0;2;
43297;6619747;664234;401;F;43297;LH;Veda;L;H;N;A. hyperantus;1;1;
43297;6619747;664234;402;F;43297;LH;Veda;L;H;W;A. hyperantus;0;2;
43297;6619747;664234;403;F;43297;LH;Veda;L;H;S;A. hyperantus;0;3;
43297;6619747;664234;404;F;43297;LH;Veda;L;H;W;A. hyperantus;0;2;
43297;6619747;664234;405;F;43297;LH;Veda;L;H;S;A. hyperantus;0;3;
43297;6619747;664234;406;F;43297;LH;Veda;L;H;S;A. hyperantus;0;3;
43297;6619747;664234;407;F;43297;LL;Åsbergby;L;L;W;A. hyperantus;1;1;
43297;6620028;664030;408;F;43297;LH;Veda;L;H;W;A. hyperantus;0;2;
43297;6620028;664030;409;F;43297;LH;Veda;L;H;S;A. hyperantus;0;3;
43297;6620028;664030;410;F;43297;LH;Veda;L;H;N;A. hyperantus;1;1;
43297;6620028;664030;411;F;43297;LH;Veda;L;H;W;A. hyperantus;0;2;
43297;6620028;664030;412;F;43297;LH;Veda;L;H;W;A. hyperantus;0;2;
43298;6625345;664834;413;F;43298;LH;Veda;L;H;W;A. hyperantus;0;2;
43298;6625345;664834;414;F;43298;LH;Veda;L;H;E;A. hyperantus;0;2;
43298;6625345;664834;415;F;43298;LH;Veda;L;H;E;A. hyperantus;0;2;
43298;6625345;664834;416;F;43298;LH;Veda;L;H;E;A. hyperantus;0;2;
43298;6625345;664834;417;F;43298;LH;Veda;L;H;S;A. hyperantus;0;3;
43298;6625345;664834;418;F;43298;LH;Veda;L;H;S;A. hyperantus;0;3;
43298;6624949;666244;419;F;43298;LH;Veda;L;H;N;A. hyperantus;1;1;
43298;6624949;666244;420;F;43298;LH;Veda;L;H;S;A. hyperantus;0;3;
43298;6624949;666244;421;F;43298;LH;Veda;L;H;N;A. hyperantus;1;1;
43298;6624949;666244;422;F;43298;LH;Veda;L;H;S;A. hyperantus;0;3;
43298;6624949;666244;423;F;43298;LH;Veda;L;H;N;A. hyperantus;1;1;
43298;6624949;666244;424;F;43298;LH;Veda;L;H;S;A. hyperantus;0;3;
43298;6624949;666244;425;F;43298;LH;Veda;L;H;S;A. hyperantus;0;3;
43298;6624949;666244;426;M;43298;LH;Veda;L;H;W;A. hyperantus;0;2;
43298;6624949;666244;427;F;43298;LL;Åsbergby;L;L;W;A. hyperantus;1;1;
43298;6624949;666244;428;F;43298;LH;Veda;L;H;W;A. hyperantus;0;2;
43298;6624949;666244;429;M;43298;LH;Veda;L;H;;A. hyperantus;0;;Flög rakt upp. Kunde inte se flygriktning pga solen
43298;6624949;666244;430;F;43298;LH;Veda;L;H;W;A. hyperantus;0;2;
43298;6624949;666244;431;F;43298;LH;Veda;L;H;N;A. hyperantus;1;1;
43298;6624949;666244;432;F;43298;LH;Veda;L;H;S;A. hyperantus;0;3;
43298;6624949;666244;433;F;43298;LL;Åsbergby;L;L;N;A. hyperantus;0;2;
43298;6624949;666244;434;F;43298;LH;Veda;L;H;S;A. hyperantus;0;3;
43298;6621461;666946;435;F;43298;LL;Åsbergby;L;L;W;A. hyperantus;1;1;
43298;6621461;666946;436;F;43298;LL;Åsbergby;L;L;N;A. hyperantus;0;2;
43298;6621461;666946;437;F;43298;LL;Åsbergby;L;L;W;A. hyperantus;1;1;
43298;6621461;666946;438;F;43298;LL;Åsbergby;L;L;N;A. hyperantus;0;2;
43298;6621461;666946;439;F;43298;LL;Åsbergby;L;L;N;A. hyperantus;0;2;
43298;6621461;666946;440;F;43298;LL;Åsbergby;L;L;N;A. hyperantus;0;2;
43298;6621461;666946;441;F;43298;LL;Åsbergby;L;L;W;A. hyperantus;1;1;
43298;6621461;666946;442;F;43298;LL;Åsbergby;L;L;W;A. hyperantus;1;1;
43298;6621461;666946;443;F;43298;LL;Åsbergby;L;L;S;A. hyperantus;0;2;
43298;6621461;666946;444;F;43298;LL;Åsbergby;L;L;S;A. hyperantus;0;2;
43298;6621461;666946;445;F;43298;LL;Åsbergby;L;L;W;A. hyperantus;1;1;
43298;6621461;666946;446;F;43298;LL;Åsbergby;L;L;S;A. hyperantus;0;2;
43298;6621461;666946;447;F;43298;LL;Åsbergby;L;L;S;A. hyperantus;0;2;
43298;6621461;666946;448;F;43298;LL;Åsbergby;L;L;S;A. hyperantus;0;2;
43298;6621461;666946;449;F;43298;LL;Åsbergby;L;L;N;A. hyperantus;0;2;
43299;6595543;615835;450;F;43299;HL;Tosterön;H;L;W;A. hyperantus;1;1;
43299;6595543;615835;451;F;43299;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43299;6595543;615835;452;F;43299;HL;Tosterön;H;L;N;A. hyperantus;0;2;
43299;6595543;615835;453;F;43299;HL;Tosterön;H;L;S;A. hyperantus;0;2;
43299;6595543;615835;454;F;43299;HL;Tosterön;H;L;N;A. hyperantus;0;2;
43299;6595543;615835;455;F;43299;HL;Tosterön;H;L;N;A. hyperantus;0;2;
43299;6595543;615835;456;F;43299;HH;Aspö;H;H;S;A. hyperantus;0;2;
43299;6595543;615835;457;F;43299;HL;Tosterön;H;L;;A. hyperantus;;;Flög ej
43299;6595556;615746;458;F;43299;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43299;6595556;615746;459;F;43299;HH;Aspö;H;H;N;A. hyperantus;0;2;
43299;6595556;615746;460;F;43299;HL;Tosterön;H;L;N;A. hyperantus;0;2;
43299;6595556;615746;461;F;43299;HL;Tosterön;H;L;N;A. hyperantus;0;2;
43299;6595556;615746;462;F;43299;HH;Aspö;H;H;N;A. hyperantus;0;2;
43299;6595556;615746;463;F;43299;HH;Aspö;H;H;W;A. hyperantus;1;1;
43299;6595556;615746;464;F;43299;HL;Tosterön;H;L;S;A. hyperantus;0;2;
43299;6595556;615746;465;F;43299;HH;Aspö;H;H;E;A. hyperantus;0;3;
43299;6595556;615746;466;F;43299;HH;Aspö;H;H;W;A. hyperantus;1;1;
43299;6595556;615746;467;F;43299;HH;Aspö;H;H;E;A. hyperantus;0;3;
43299;6595556;615746;468;F;43299;HH;Aspö;H;H;N;A. hyperantus;0;2;
43299;6595556;615746;469;M;43299;HH;Aspö;H;H;E;A. hyperantus;0;3;
43299;6595556;615746;470;F;43299;HH;Aspö;H;H;W;A. hyperantus;1;1;
43299;6595556;615746;471;F;43299;HH;Aspö;H;H;E;A. hyperantus;0;3;
43300;6595833;616574;472;F;43300;HL;Tosterön;H;L;S;A. hyperantus;0;2;
43300;6595833;616574;473;F;43300;HL;Tosterön;H;L;S;A. hyperantus;0;2;
43300;6595833;616574;474;F;43300;HL;Tosterön;H;L;S;A. hyperantus;0;2;
43300;6595833;616574;475;F;43300;HL;Tosterön;H;L;S;A. hyperantus;0;2;
43300;6595833;616574;476;F;43300;HL;Tosterön;H;L;N;A. hyperantus;0;2;
43300;6595833;616574;477;F;43300;HL;Tosterön;H;L;N;A. hyperantus;0;2;
43300;6595833;616574;478;F;43300;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43300;6595833;616574;479;F;43300;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43300;6595833;616574;480;F;43300;HH;Aspö;H;H;N;A. hyperantus;0;2;
43300;6595833;616574;481;F;43300;HH;Aspö;H;H;;A. hyperantus;;;
43300;6595833;616574;482;F;43300;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43300;6595833;616574;483;F;43300;HH;Aspö;H;H;N;A. hyperantus;0;2;
43300;6595833;616574;484;F;43300;HL;Tosterön;H;L;W;A. hyperantus;1;1;
43300;6595833;616574;485;F;43300;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43300;6595556;615746;486;F;43300;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43300;6595556;615746;487;F;43300;HL;Tosterön;H;L;E;A. hyperantus;0;3;
43300;6595556;615746;488;F;43300;HL;Tosterön;H;L;W;A. hyperantus;1;1;
43300;6595556;615746;489;F;43300;HL;Tosterön;H;L;N;A. hyperantus;0;2;
43300;6595556;615746;490;F;43300;HH;Aspö;H;H;W;A. hyperantus;1;1;
43300;6595556;615746;491;F;43300;HH;Aspö;H;H;W;A. hyperantus;1;1;
43300;6595556;615746;492;F;43300;HH;Aspö;H;H;N;A. hyperantus;0;2;
43300;6595556;615746;493;F;43300;HH;Aspö;H;H;E;A. hyperantus;0;3;
43300;6595556;615746;494;F;43300;HH;Aspö;H;H;E;A. hyperantus;0;3;Stannade precis utanför rutan
43300;6595556;615746;495;F;43300;HH;Aspö;H;H;S;A. hyperantus;0;2;
43300;6595556;615746;496;F;43300;HH;Aspö;H;H;W;A. hyperantus;1;1;
43300;6595556;615746;497;M;43300;HH;Aspö;H;H;N;A. hyperantus;0;2;
43300;6595556;615746;498;F;43300;HH;Aspö;H;H;E;A. hyperantus;0;3;
43300;6595556;615746;499;F;43300;HH;Aspö;H;H;;A. hyperantus;;;Dog
43300;6595556;615746;500;F;43300;HH;Aspö;H;H;E;A. hyperantus;0;3;
43300;6595556;615746;501;F;43300;HH;Aspö;H;H;S;A. hyperantus;0;2;
43299;6624935;666253;600;F;43299;LL;Åsbergby;L;L;W;A. hyperantus;1;1;
43299;6624935;666253;601;F;43299;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43299;6624935;666253;602;F;43299;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43299;6624935;666253;603;F;43299;LH;Veda;L;H;E;A. hyperantus;0;2;
43299;6624935;666253;604;M;43299;LL;Åsbergby;L;L;S;A. hyperantus;0;2;
43299;6624935;666253;605;F;43299;LL;Åsbergby;L;L;N;A. hyperantus;0;2;
43299;6624935;666253;606;F;43299;LH;Veda;L;H;S;A. hyperantus;0;3;
43299;6624935;666253;607;F;43299;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43299;6624935;666253;608;F;43299;LL;Åsbergby;L;L;W;A. hyperantus;1;1;
43299;6624935;666253;609;F;43299;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43299;6624935;666253;610;M;43299;LH;Veda;L;H;S;A. hyperantus;0;3;
43299;6624935;666253;611;F;43299;LH;Veda;L;H;S;A. hyperantus;0;3;
43299;6624935;666253;612;F;43299;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43299;6624935;666253;613;F;43299;LH;Veda;L;H;N;A. hyperantus;1;1;
43299;6624935;666253;614;F;43299;LH;Veda;L;H;N;A. hyperantus;1;1;
43299;6624935;666253;615;F;43299;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43299;6624935;666253;616;F;43299;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43299;6624935;666253;617;F;43299;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43300;6624935;666253;618;F;43300;LH;Veda;L;H;W;A. hyperantus;0;2;
43300;6624935;666253;619;F;43300;LL;Åsbergby;L;L;W;A. hyperantus;1;1;
43300;6624935;666253;620;F;43300;LH;Veda;L;H;S;A. hyperantus;0;3;
43300;6624935;666253;621;F;43300;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43300;6624935;666253;622;F;43300;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43300;6624935;666253;623;F;43300;LH;Veda;L;H;S;A. hyperantus;0;3;
43300;6624935;666253;624;F;43300;LH;Veda;L;H;W;A. hyperantus;0;2;
43300;6624935;666253;625;F;43300;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43300;6624935;666253;626;F;43300;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43300;6624935;666253;627;F;43300;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43300;6624935;666253;628;M;43300;LH;Veda;L;H;S;A. hyperantus;0;3;
43300;6624935;666253;629;M;43300;LH;Veda;L;H;W;A. hyperantus;0;2;
43300;6624935;666253;630;F;43300;LH;Veda;L;H;S;A. hyperantus;0;3;
43300;6624935;666253;631;F;43300;LH;Veda;L;H;S;A. hyperantus;0;3;
43300;6624935;666253;632;M;43300;LH;Veda;L;H;S;A. hyperantus;0;3;
43300;6624935;666253;634;M;43300;LH;Veda;L;H;N;A. hyperantus;1;1;
43300;6624935;666253;635;F;43300;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43300;6624935;666253;636;F;43300;LL;Åsbergby;L;L;W;A. hyperantus;1;1;
43300;6624935;666253;637;F;43300;LH;Veda;L;H;S;A. hyperantus;0;3;
43300;6624935;666253;638;F;43300;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43300;6624935;666253;639;F;43300;LL;Åsbergby;L;L;S;A. hyperantus;0;2;
43300;6624935;666253;640;F;43300;LH;Veda;L;H;S;A. hyperantus;0;3;
43300;6624935;666253;641;M;43300;LL;Åsbergby;L;L;N;A. hyperantus;0;2;
43300;6624935;666253;642;F;43300;LH;Veda;L;H;W;A. hyperantus;0;2;
43300;6624935;666253;643;F;43300;LH;Veda;L;H;E;A. hyperantus;0;2;
43300;6624935;666253;644;M;43300;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43300;6624935;666253;645;M;43300;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
43300;6622479;666948;646;F;43300;LL;Åsbergby;L;L;S;A. hyperantus;0;2;
43300;6622479;666948;647;M;43300;LH;Veda;L;H;S;A. hyperantus;0;3;
43300;6622479;666948;648;F;43300;LL;Åsbergby;L;L;E;A. hyperantus;0;3;
